bias,positiveness,negativeness,label
1.0,4209.0,701.0,1.0
1.0,3228.0,153.0,1.0
1.0,4244.0,1308.0,1.0
1.0,337.0,286.0,1.0
1.0,1568.0,94.0,1.0
1.0,3153.0,90.0,1.0
1.0,2981.0,42.0,1.0
1.0,3044.0,160.0,1.0
1.0,3304.0,358.0,1.0
1.0,3377.0,167.0,1.0
1.0,2963.0,4.0,1.0
1.0,3063.0,133.0,1.0
1.0,3072.0,259.0,1.0
1.0,3321.0,541.0,1.0
1.0,3057.0,39.0,1.0
1.0,729.0,186.0,1.0
1.0,672.0,241.0,1.0
1.0,570.0,17.0,1.0
1.0,808.0,224.0,1.0
1.0,1264.0,122.0,1.0
1.0,982.0,516.0,1.0
1.0,570.0,17.0,1.0
1.0,3399.0,403.0,1.0
1.0,3431.0,318.0,1.0
1.0,111.0,3.0,1.0
1.0,890.0,284.0,1.0
1.0,947.0,208.0,1.0
1.0,733.0,111.0,1.0
1.0,4331.0,1021.0,1.0
1.0,1352.0,303.0,1.0
1.0,3485.0,96.0,1.0
1.0,3169.0,237.0,1.0
1.0,8906.0,23.0,1.0
1.0,3167.0,159.0,1.0
1.0,2960.0,2.0,1.0
1.0,3755.0,151.0,1.0
1.0,3033.0,28.0,1.0
1.0,2961.0,2.0,1.0
1.0,587.0,5.0,1.0
1.0,2970.0,2.0,1.0
1.0,2995.0,19.0,1.0
1.0,654.0,143.0,1.0
1.0,3540.0,296.0,1.0
1.0,593.0,75.0,1.0
1.0,4209.0,701.0,1.0
1.0,2961.0,2.0,1.0
1.0,6870.0,405.0,1.0
1.0,220.0,222.0,1.0
1.0,3059.0,115.0,1.0
1.0,3558.0,150.0,1.0
1.0,703.0,91.0,1.0
1.0,3043.0,46.0,1.0
1.0,477.0,293.0,1.0
1.0,3280.0,215.0,1.0
1.0,3268.0,289.0,1.0
1.0,1315.0,747.0,1.0
1.0,3080.0,403.0,1.0
1.0,2979.0,3.0,1.0
1.0,1123.0,642.0,1.0
1.0,3063.0,129.0,1.0
1.0,3549.0,517.0,1.0
1.0,920.0,118.0,1.0
1.0,4180.0,526.0,1.0
1.0,4785.0,698.0,1.0
1.0,3091.0,235.0,1.0
1.0,3199.0,128.0,1.0
1.0,1441.0,172.0,1.0
1.0,3494.0,210.0,1.0
1.0,3028.0,25.0,1.0
1.0,3445.0,227.0,1.0
1.0,889.0,187.0,1.0
1.0,3005.0,27.0,1.0
1.0,3467.0,195.0,1.0
1.0,329.0,290.0,1.0
1.0,5929.0,30.0,1.0
1.0,3532.0,105.0,1.0
1.0,3036.0,46.0,1.0
1.0,3118.0,192.0,1.0
1.0,1334.0,347.0,1.0
1.0,3314.0,272.0,1.0
1.0,3128.0,138.0,1.0
1.0,133.0,21.0,1.0
1.0,3178.0,91.0,1.0
1.0,3450.0,396.0,1.0
1.0,3243.0,283.0,1.0
1.0,3532.0,131.0,1.0
1.0,583.0,91.0,1.0
1.0,1036.0,402.0,1.0
1.0,524.0,0.0,1.0
1.0,4209.0,701.0,1.0
1.0,2973.0,15.0,1.0
1.0,3583.0,578.0,1.0
1.0,3487.0,255.0,1.0
1.0,2973.0,19.0,1.0
1.0,3357.0,327.0,1.0
1.0,3358.0,303.0,1.0
1.0,2961.0,3.0,1.0
1.0,826.0,243.0,1.0
1.0,3103.0,235.0,1.0
1.0,3294.0,292.0,1.0
1.0,2982.0,18.0,1.0
1.0,6107.0,64.0,1.0
1.0,3364.0,155.0,1.0
1.0,4189.0,472.0,1.0
1.0,3096.0,51.0,1.0
1.0,3482.0,96.0,1.0
1.0,3358.0,276.0,1.0
1.0,735.0,313.0,1.0
1.0,3009.0,14.0,1.0
1.0,3068.0,136.0,1.0
1.0,1302.0,221.0,1.0
1.0,686.0,74.0,1.0
1.0,3342.0,339.0,1.0
1.0,3313.0,239.0,1.0
1.0,3490.0,98.0,1.0
1.0,3349.0,339.0,1.0
1.0,865.0,320.0,1.0
1.0,755.0,173.0,1.0
1.0,680.0,178.0,1.0
1.0,3538.0,731.0,1.0
1.0,2984.0,29.0,1.0
1.0,2998.0,14.0,1.0
1.0,3149.0,138.0,1.0
1.0,2987.0,24.0,1.0
1.0,3547.0,118.0,1.0
1.0,3108.0,71.0,1.0
1.0,811.0,106.0,1.0
1.0,869.0,446.0,1.0
1.0,543.0,2.0,1.0
1.0,3528.0,792.0,1.0
1.0,3592.0,672.0,1.0
1.0,2998.0,14.0,1.0
1.0,3647.0,371.0,1.0
1.0,3195.0,81.0,1.0
1.0,3040.0,121.0,1.0
1.0,3206.0,158.0,1.0
1.0,4785.0,698.0,1.0
1.0,693.0,683.0,1.0
1.0,3334.0,545.0,1.0
1.0,3137.0,207.0,1.0
1.0,3546.0,140.0,1.0
1.0,3029.0,25.0,1.0
1.0,554.0,13.0,1.0
1.0,3113.0,131.0,1.0
1.0,842.0,315.0,1.0
1.0,3060.0,72.0,1.0
1.0,3057.0,255.0,1.0
1.0,1454.0,881.0,1.0
1.0,6409.0,336.0,1.0
1.0,755.0,197.0,1.0
1.0,2998.0,14.0,1.0
1.0,546.0,19.0,1.0
1.0,3202.0,143.0,1.0
1.0,3438.0,298.0,1.0
1.0,557.0,22.0,1.0
1.0,3334.0,334.0,1.0
1.0,3333.0,472.0,1.0
1.0,4381.0,706.0,1.0
1.0,789.0,293.0,1.0
1.0,1064.0,97.0,1.0
1.0,3162.0,74.0,1.0
1.0,3158.0,168.0,1.0
1.0,2999.0,14.0,1.0
1.0,3135.0,143.0,1.0
1.0,575.0,17.0,1.0
1.0,3358.0,323.0,1.0
1.0,3432.0,383.0,1.0
1.0,909.0,334.0,1.0
1.0,3023.0,55.0,1.0
1.0,3303.0,375.0,1.0
1.0,617.0,93.0,1.0
1.0,3075.0,83.0,1.0
1.0,3039.0,47.0,1.0
1.0,3189.0,78.0,1.0
1.0,3330.0,323.0,1.0
1.0,4558.0,610.0,1.0
1.0,3346.0,390.0,1.0
1.0,732.0,231.0,1.0
1.0,3847.0,424.0,1.0
1.0,3088.0,174.0,1.0
1.0,199.0,118.0,1.0
1.0,3147.0,191.0,1.0
1.0,3715.0,298.0,1.0
1.0,1097.0,104.0,1.0
1.0,933.0,157.0,1.0
1.0,889.0,128.0,1.0
1.0,112.0,6.0,1.0
1.0,3127.0,194.0,1.0
1.0,3501.0,546.0,1.0
1.0,3249.0,453.0,1.0
1.0,600.0,53.0,1.0
1.0,3106.0,111.0,1.0
1.0,894.0,478.0,1.0
1.0,3969.0,401.0,1.0
1.0,3678.0,482.0,1.0
1.0,524.0,0.0,1.0
1.0,772.0,256.0,1.0
1.0,4376.0,588.0,1.0
1.0,115.0,9.0,1.0
1.0,2961.0,2.0,1.0
1.0,3141.0,157.0,1.0
1.0,572.0,44.0,1.0
1.0,3000.0,107.0,1.0
1.0,1278.0,459.0,1.0
1.0,673.0,87.0,1.0
1.0,3050.0,123.0,1.0
1.0,1628.0,135.0,1.0
1.0,1169.0,309.0,1.0
1.0,4785.0,698.0,1.0
1.0,6337.0,269.0,1.0
1.0,2961.0,2.0,1.0
1.0,564.0,36.0,1.0
1.0,3080.0,60.0,1.0
1.0,3694.0,207.0,1.0
1.0,1.0,0.0,1.0
1.0,3002.0,29.0,1.0
1.0,3137.0,27.0,1.0
1.0,3098.0,63.0,1.0
1.0,3202.0,150.0,1.0
1.0,3602.0,641.0,1.0
1.0,3214.0,368.0,1.0
1.0,3921.0,459.0,1.0
1.0,3625.0,447.0,1.0
1.0,2969.0,4.0,1.0
1.0,2988.0,15.0,1.0
1.0,752.0,39.0,1.0
1.0,1716.0,1407.0,1.0
1.0,3170.0,174.0,1.0
1.0,557.0,56.0,1.0
1.0,634.0,553.0,1.0
1.0,1621.0,20.0,1.0
1.0,3842.0,278.0,1.0
1.0,3114.0,30.0,1.0
1.0,3077.0,84.0,1.0
1.0,749.0,188.0,1.0
1.0,3208.0,283.0,1.0
1.0,621.0,23.0,1.0
1.0,3244.0,314.0,1.0
1.0,2980.0,9.0,1.0
1.0,3557.0,417.0,1.0
1.0,811.0,236.0,1.0
1.0,3482.0,96.0,1.0
1.0,3475.0,207.0,1.0
1.0,3096.0,241.0,1.0
1.0,639.0,41.0,1.0
1.0,2981.0,7.0,1.0
1.0,3414.0,517.0,1.0
1.0,3359.0,349.0,1.0
1.0,3293.0,219.0,1.0
1.0,836.0,140.0,1.0
1.0,1211.0,105.0,1.0
1.0,3299.0,131.0,1.0
1.0,2961.0,2.0,1.0
1.0,3032.0,10.0,1.0
1.0,2983.0,11.0,1.0
1.0,147.0,28.0,1.0
1.0,2974.0,13.0,1.0
1.0,2967.0,4.0,1.0
1.0,524.0,0.0,1.0
1.0,3201.0,253.0,1.0
1.0,3001.0,36.0,1.0
1.0,659.0,100.0,1.0
1.0,3185.0,168.0,1.0
1.0,2962.0,5.0,1.0
1.0,2991.0,7.0,1.0
1.0,266.0,108.0,1.0
1.0,3625.0,447.0,1.0
1.0,3078.0,70.0,1.0
1.0,3100.0,185.0,1.0
1.0,785.0,248.0,1.0
1.0,2129.0,464.0,1.0
1.0,3014.0,7.0,1.0
1.0,3867.0,342.0,1.0
1.0,539.0,2.0,1.0
1.0,105.0,0.0,1.0
1.0,3114.0,21.0,1.0
1.0,1266.0,369.0,1.0
1.0,1412.0,304.0,1.0
1.0,3010.0,58.0,1.0
1.0,4785.0,698.0,1.0
1.0,3095.0,17.0,1.0
1.0,3041.0,43.0,1.0
1.0,3551.0,667.0,1.0
1.0,2993.0,17.0,1.0
1.0,678.0,159.0,1.0
1.0,3299.0,182.0,1.0
1.0,3848.0,426.0,1.0
1.0,364.0,195.0,1.0
1.0,3226.0,344.0,1.0
1.0,3147.0,184.0,1.0
1.0,2990.0,46.0,1.0
1.0,3132.0,94.0,1.0
1.0,3089.0,102.0,1.0
1.0,3046.0,48.0,1.0
1.0,609.0,41.0,1.0
1.0,315.0,204.0,1.0
1.0,866.0,384.0,1.0
1.0,995.0,455.0,1.0
1.0,3598.0,203.0,1.0
1.0,3595.0,221.0,1.0
1.0,3943.0,445.0,1.0
1.0,524.0,0.0,1.0
1.0,3943.0,445.0,1.0
1.0,3443.0,451.0,1.0
1.0,1652.0,443.0,1.0
1.0,3375.0,286.0,1.0
1.0,3588.0,227.0,1.0
1.0,788.0,275.0,1.0
1.0,3673.0,770.0,1.0
1.0,3119.0,176.0,1.0
1.0,3625.0,447.0,1.0
1.0,3830.0,800.0,1.0
1.0,3143.0,263.0,1.0
1.0,3026.0,119.0,1.0
1.0,3103.0,73.0,1.0
1.0,1107.0,149.0,1.0
1.0,561.0,30.0,1.0
1.0,3326.0,279.0,1.0
1.0,3049.0,107.0,1.0
1.0,2979.0,10.0,1.0
1.0,3592.0,509.0,1.0
1.0,3328.0,127.0,1.0
1.0,544.0,23.0,1.0
1.0,691.0,162.0,1.0
1.0,3056.0,82.0,1.0
1.0,3281.0,255.0,1.0
1.0,677.0,121.0,1.0
1.0,3507.0,364.0,1.0
1.0,3982.0,328.0,1.0
1.0,576.0,9.0,1.0
1.0,925.0,195.0,1.0
1.0,561.0,95.0,1.0
1.0,2963.0,2.0,1.0
1.0,628.0,52.0,1.0
1.0,4785.0,698.0,1.0
1.0,647.0,92.0,1.0
1.0,388.0,427.0,1.0
1.0,3274.0,537.0,1.0
1.0,2967.0,2.0,1.0
1.0,2963.0,4.0,1.0
1.0,581.0,4.0,1.0
1.0,552.0,4.0,1.0
1.0,4141.0,913.0,1.0
1.0,3391.0,184.0,1.0
1.0,3400.0,223.0,1.0
1.0,3028.0,63.0,1.0
1.0,3019.0,54.0,1.0
1.0,3997.0,408.0,1.0
1.0,3206.0,299.0,1.0
1.0,2984.0,11.0,1.0
1.0,711.0,511.0,1.0
1.0,3342.0,381.0,1.0
1.0,3520.0,134.0,1.0
1.0,3482.0,96.0,1.0
1.0,3315.0,136.0,1.0
1.0,3828.0,377.0,1.0
1.0,3253.0,286.0,1.0
1.0,3014.0,7.0,1.0
1.0,608.0,95.0,1.0
1.0,3149.0,81.0,1.0
1.0,3482.0,96.0,1.0
1.0,7265.0,509.0,1.0
1.0,4059.0,263.0,1.0
1.0,3494.0,272.0,1.0
1.0,3009.0,17.0,1.0
1.0,425.0,281.0,1.0
1.0,3519.0,125.0,1.0
1.0,2982.0,14.0,1.0
1.0,6507.0,817.0,1.0
1.0,1536.0,376.0,1.0
1.0,3151.0,144.0,1.0
1.0,3622.0,145.0,1.0
1.0,4006.0,440.0,1.0
1.0,3009.0,10.0,1.0
1.0,3228.0,216.0,1.0
1.0,4215.0,791.0,1.0
1.0,203.0,309.0,1.0
1.0,552.0,0.0,1.0
1.0,4381.0,706.0,1.0
1.0,629.0,133.0,1.0
1.0,3168.0,105.0,1.0
1.0,3103.0,167.0,1.0
1.0,3229.0,315.0,1.0
1.0,3253.0,306.0,1.0
1.0,590.0,13.0,1.0
1.0,3240.0,258.0,1.0
1.0,589.0,382.0,1.0
1.0,2977.0,8.0,1.0
1.0,3075.0,51.0,1.0
1.0,524.0,0.0,1.0
1.0,3520.0,101.0,1.0
1.0,1072.0,561.0,1.0
1.0,3425.0,308.0,1.0
1.0,2961.0,2.0,1.0
1.0,4785.0,698.0,1.0
1.0,3356.0,193.0,1.0
1.0,3483.0,96.0,1.0
1.0,3008.0,53.0,1.0
1.0,2970.0,3.0,1.0
1.0,3927.0,362.0,1.0
1.0,3532.0,201.0,1.0
1.0,605.0,21.0,1.0
1.0,619.0,654.0,1.0
1.0,3248.0,253.0,1.0
1.0,939.0,246.0,1.0
1.0,1121.0,71.0,1.0
1.0,3008.0,12.0,1.0
1.0,1049.0,411.0,1.0
1.0,3320.0,316.0,1.0
1.0,3080.0,82.0,1.0
1.0,3045.0,87.0,1.0
1.0,3355.0,86.0,1.0
1.0,938.0,616.0,1.0
1.0,3165.0,153.0,1.0
1.0,3935.0,434.0,1.0
1.0,3022.0,9.0,1.0
1.0,3354.0,245.0,1.0
1.0,3080.0,40.0,1.0
1.0,2967.0,2.0,1.0
1.0,2962.0,3.0,1.0
1.0,3208.0,301.0,1.0
1.0,3096.0,142.0,1.0
1.0,2960.0,2.0,1.0
1.0,3195.0,193.0,1.0
1.0,4122.0,369.0,1.0
1.0,3521.0,101.0,1.0
1.0,4095.0,390.0,1.0
1.0,3113.0,95.0,1.0
1.0,1084.0,370.0,1.0
1.0,769.0,162.0,1.0
1.0,3413.0,328.0,1.0
1.0,6658.0,432.0,1.0
1.0,3715.0,642.0,1.0
1.0,2974.0,6.0,1.0
1.0,1095.0,663.0,1.0
1.0,685.0,111.0,1.0
1.0,872.0,369.0,1.0
1.0,2981.0,8.0,1.0
1.0,3772.0,378.0,1.0
1.0,279.0,79.0,1.0
1.0,3121.0,127.0,1.0
1.0,3090.0,60.0,1.0
1.0,3074.0,206.0,1.0
1.0,3765.0,896.0,1.0
1.0,3152.0,305.0,1.0
1.0,3245.0,172.0,1.0
1.0,2995.0,21.0,1.0
1.0,696.0,95.0,1.0
1.0,891.0,240.0,1.0
1.0,4785.0,698.0,1.0
1.0,3255.0,390.0,1.0
1.0,3081.0,19.0,1.0
1.0,3249.0,307.0,1.0
1.0,3482.0,96.0,1.0
1.0,4206.0,352.0,1.0
1.0,3330.0,297.0,1.0
1.0,3053.0,77.0,1.0
1.0,785.0,303.0,1.0
1.0,2975.0,18.0,1.0
1.0,3057.0,255.0,1.0
1.0,3356.0,475.0,1.0
1.0,208.0,128.0,1.0
1.0,548.0,24.0,1.0
1.0,3482.0,96.0,1.0
1.0,3782.0,412.0,1.0
1.0,3277.0,192.0,1.0
1.0,3516.0,131.0,1.0
1.0,3540.0,143.0,1.0
1.0,2961.0,5.0,1.0
1.0,622.0,76.0,1.0
1.0,746.0,199.0,1.0
1.0,1087.0,102.0,1.0
1.0,3063.0,73.0,1.0
1.0,3565.0,184.0,1.0
1.0,3289.0,624.0,1.0
1.0,562.0,1.0,1.0
1.0,3152.0,258.0,1.0
1.0,927.0,408.0,1.0
1.0,3478.0,368.0,1.0
1.0,2995.0,25.0,1.0
1.0,4472.0,476.0,1.0
1.0,567.0,11.0,1.0
1.0,3608.0,223.0,1.0
1.0,3011.0,10.0,1.0
1.0,2993.0,37.0,1.0
1.0,3015.0,21.0,1.0
1.0,2992.0,7.0,1.0
1.0,3002.0,22.0,1.0
1.0,3579.0,649.0,1.0
1.0,2972.0,16.0,1.0
1.0,3019.0,7.0,1.0
1.0,14.0,3682.0,1.0
1.0,3058.0,44.0,1.0
1.0,582.0,43.0,1.0
1.0,3152.0,261.0,1.0
1.0,3000.0,20.0,1.0
1.0,594.0,52.0,1.0
1.0,2998.0,37.0,1.0
1.0,4785.0,698.0,1.0
1.0,3496.0,348.0,1.0
1.0,3106.0,101.0,1.0
1.0,1045.0,94.0,1.0
1.0,3495.0,110.0,1.0
1.0,3922.0,443.0,1.0
1.0,596.0,80.0,1.0
1.0,3243.0,204.0,1.0
1.0,3178.0,64.0,1.0
1.0,584.0,25.0,1.0
1.0,4518.0,731.0,1.0
1.0,3138.0,203.0,1.0
1.0,620.0,139.0,1.0
1.0,566.0,10.0,1.0
1.0,3074.0,57.0,1.0
1.0,3283.0,192.0,1.0
1.0,3147.0,184.0,1.0
1.0,3359.0,355.0,1.0
1.0,3492.0,545.0,1.0
1.0,772.0,296.0,1.0
1.0,817.0,306.0,1.0
1.0,686.0,18.0,1.0
1.0,3264.0,245.0,1.0
1.0,3043.0,103.0,1.0
1.0,3106.0,85.0,1.0
1.0,2981.0,35.0,1.0
1.0,3296.0,130.0,1.0
1.0,3587.0,627.0,1.0
1.0,3655.0,644.0,1.0
1.0,3931.0,373.0,1.0
1.0,4108.0,891.0,1.0
1.0,612.0,50.0,1.0
1.0,3303.0,416.0,1.0
1.0,2998.0,28.0,1.0
1.0,3770.0,399.0,1.0
1.0,3040.0,11.0,1.0
1.0,623.0,17.0,1.0
1.0,3264.0,245.0,1.0
1.0,974.0,514.0,1.0
1.0,3092.0,168.0,1.0
1.0,3068.0,108.0,1.0
1.0,958.0,584.0,1.0
1.0,3991.0,1062.0,1.0
1.0,3084.0,129.0,1.0
1.0,3014.0,7.0,1.0
1.0,592.0,33.0,1.0
1.0,556.0,19.0,1.0
1.0,3697.0,130.0,1.0
1.0,3601.0,294.0,1.0
1.0,3356.0,206.0,1.0
1.0,3822.0,798.0,1.0
1.0,1097.0,104.0,1.0
1.0,732.0,153.0,1.0
1.0,3482.0,96.0,1.0
1.0,903.0,214.0,1.0
1.0,526.0,0.0,1.0
1.0,565.0,27.0,1.0
1.0,4607.0,1241.0,1.0
1.0,3157.0,328.0,1.0
1.0,3383.0,385.0,1.0
1.0,1067.0,122.0,1.0
1.0,3111.0,21.0,1.0
1.0,123.0,46.0,1.0
1.0,3181.0,229.0,1.0
1.0,3070.0,77.0,1.0
1.0,3001.0,20.0,1.0
1.0,3162.0,180.0,1.0
1.0,3072.0,261.0,1.0
1.0,4785.0,698.0,1.0
1.0,3314.0,154.0,1.0
1.0,3097.0,72.0,1.0
1.0,203.0,309.0,1.0
1.0,851.0,140.0,1.0
1.0,3098.0,64.0,1.0
1.0,3492.0,366.0,1.0
1.0,3333.0,308.0,1.0
1.0,807.0,134.0,1.0
1.0,1019.0,497.0,1.0
1.0,3055.0,172.0,1.0
1.0,570.0,45.0,1.0
1.0,891.0,521.0,1.0
1.0,2990.0,35.0,1.0
1.0,3483.0,96.0,1.0
1.0,812.0,344.0,1.0
1.0,3343.0,233.0,1.0
1.0,1077.0,96.0,1.0
1.0,3857.0,900.0,1.0
1.0,1077.0,647.0,1.0
1.0,3232.0,207.0,1.0
1.0,5922.0,12.0,1.0
1.0,3057.0,78.0,1.0
1.0,3751.0,305.0,1.0
1.0,3489.0,98.0,1.0
1.0,3730.0,229.0,1.0
1.0,3943.0,445.0,1.0
1.0,3007.0,43.0,1.0
1.0,3225.0,296.0,1.0
1.0,4025.0,451.0,1.0
1.0,3663.0,162.0,1.0
1.0,3055.0,134.0,1.0
1.0,3249.0,304.0,1.0
1.0,744.0,244.0,1.0
1.0,231.0,235.0,1.0
1.0,725.0,168.0,1.0
1.0,3039.0,73.0,1.0
1.0,3260.0,276.0,1.0
1.0,4068.0,672.0,1.0
1.0,3382.0,457.0,1.0
1.0,3109.0,129.0,1.0
1.0,594.0,104.0,1.0
1.0,2991.0,7.0,1.0
1.0,3118.0,164.0,1.0
1.0,4186.0,495.0,1.0
1.0,952.0,144.0,1.0
1.0,3064.0,53.0,1.0
1.0,3469.0,96.0,1.0
1.0,3625.0,447.0,1.0
1.0,3217.0,302.0,1.0
1.0,2983.0,9.0,1.0
1.0,3001.0,46.0,1.0
1.0,3228.0,454.0,1.0
1.0,3737.0,74.0,1.0
1.0,531.0,14.0,1.0
1.0,1081.0,100.0,1.0
1.0,618.0,100.0,1.0
1.0,1208.0,447.0,1.0
1.0,3387.0,139.0,1.0
1.0,2986.0,37.0,1.0
1.0,2980.0,28.0,1.0
1.0,4785.0,698.0,1.0
1.0,3457.0,241.0,1.0
1.0,3614.0,211.0,1.0
1.0,3605.0,499.0,1.0
1.0,3273.0,447.0,1.0
1.0,178.0,86.0,1.0
1.0,3365.0,202.0,1.0
1.0,3133.0,47.0,1.0
1.0,2965.0,2.0,1.0
1.0,624.0,29.0,1.0
1.0,3242.0,278.0,1.0
1.0,3071.0,77.0,1.0
1.0,3059.0,54.0,1.0
1.0,2963.0,3.0,1.0
1.0,3490.0,620.0,1.0
1.0,3511.0,106.0,1.0
1.0,688.0,22.0,1.0
1.0,3344.0,153.0,1.0
1.0,1439.0,280.0,1.0
1.0,3384.0,264.0,1.0
1.0,3263.0,140.0,1.0
1.0,3491.0,446.0,1.0
1.0,575.0,17.0,1.0
1.0,3317.0,145.0,1.0
1.0,3028.0,38.0,1.0
1.0,785.0,171.0,1.0
1.0,611.0,89.0,1.0
1.0,565.0,4.0,1.0
1.0,546.0,24.0,1.0
1.0,3098.0,107.0,1.0
1.0,3423.0,569.0,1.0
1.0,3129.0,95.0,1.0
1.0,2961.0,2.0,1.0
1.0,689.0,69.0,1.0
1.0,3503.0,431.0,1.0
1.0,4381.0,706.0,1.0
1.0,2962.0,2.0,1.0
1.0,3943.0,665.0,1.0
1.0,4082.0,855.0,1.0
1.0,4122.0,369.0,1.0
1.0,573.0,16.0,1.0
1.0,4036.0,247.0,1.0
1.0,2966.0,3.0,1.0
1.0,3514.0,586.0,1.0
1.0,3838.0,251.0,1.0
1.0,3506.0,283.0,1.0
1.0,3630.0,261.0,1.0
1.0,3943.0,445.0,1.0
1.0,3208.0,232.0,1.0
1.0,3486.0,103.0,1.0
1.0,3468.0,401.0,1.0
1.0,583.0,20.0,1.0
1.0,3136.0,93.0,1.0
1.0,3413.0,400.0,1.0
1.0,3482.0,96.0,1.0
1.0,691.0,109.0,1.0
1.0,2962.0,11.0,1.0
1.0,3045.0,120.0,1.0
1.0,3484.0,380.0,1.0
1.0,3229.0,197.0,1.0
1.0,38.0,34.0,1.0
1.0,4785.0,698.0,1.0
1.0,2978.0,3.0,1.0
1.0,3486.0,96.0,1.0
1.0,774.0,263.0,1.0
1.0,6039.0,52.0,1.0
1.0,3483.0,96.0,1.0
1.0,3144.0,178.0,1.0
1.0,3180.0,110.0,1.0
1.0,106.0,0.0,1.0
1.0,3380.0,422.0,1.0
1.0,3058.0,78.0,1.0
1.0,553.0,0.0,1.0
1.0,3022.0,60.0,1.0
1.0,590.0,48.0,1.0
1.0,3108.0,121.0,1.0
1.0,129.0,12.0,1.0
1.0,3000.0,20.0,1.0
1.0,712.0,148.0,1.0
1.0,3111.0,149.0,1.0
1.0,3277.0,407.0,1.0
1.0,3492.0,395.0,1.0
1.0,3314.0,168.0,1.0
1.0,3694.0,251.0,1.0
1.0,3282.0,394.0,1.0
1.0,2981.0,3.0,1.0
1.0,3543.0,115.0,1.0
1.0,3062.0,79.0,1.0
1.0,1196.0,116.0,1.0
1.0,3296.0,178.0,1.0
1.0,3037.0,149.0,1.0
1.0,3018.0,44.0,1.0
1.0,3019.0,8.0,1.0
1.0,3095.0,191.0,1.0
1.0,2980.0,4.0,1.0
1.0,3199.0,158.0,1.0
1.0,326.0,324.0,1.0
1.0,4247.0,617.0,1.0
1.0,572.0,26.0,1.0
1.0,3000.0,20.0,1.0
1.0,3014.0,26.0,1.0
1.0,3927.0,362.0,1.0
1.0,993.0,468.0,1.0
1.0,3521.0,101.0,1.0
1.0,3118.0,291.0,1.0
1.0,3211.0,249.0,1.0
1.0,4074.0,447.0,1.0
1.0,3147.0,116.0,1.0
1.0,3382.0,418.0,1.0
1.0,3097.0,148.0,1.0
1.0,2964.0,5.0,1.0
1.0,3056.0,112.0,1.0
1.0,2999.0,43.0,1.0
1.0,4785.0,698.0,1.0
1.0,5935.0,27.0,1.0
1.0,5935.0,25.0,1.0
1.0,3171.0,183.0,1.0
1.0,6053.0,149.0,1.0
1.0,150.0,20.0,1.0
1.0,3150.0,129.0,1.0
1.0,3593.0,222.0,1.0
1.0,558.0,24.0,1.0
1.0,3921.0,459.0,1.0
1.0,3302.0,226.0,1.0
1.0,933.0,424.0,1.0
1.0,3006.0,32.0,1.0
1.0,3224.0,137.0,1.0
1.0,795.0,112.0,1.0
1.0,3346.0,208.0,1.0
1.0,626.0,113.0,1.0
1.0,3172.0,229.0,1.0
1.0,2038.0,730.0,1.0
1.0,3702.0,1009.0,1.0
1.0,3100.0,80.0,1.0
1.0,1544.0,259.0,1.0
1.0,3043.0,90.0,1.0
1.0,3476.0,317.0,1.0
1.0,828.0,162.0,1.0
1.0,3645.0,323.0,1.0
1.0,645.0,55.0,1.0
1.0,3200.0,235.0,1.0
1.0,3163.0,195.0,1.0
1.0,3296.0,330.0,1.0
1.0,783.0,339.0,1.0
1.0,649.0,82.0,1.0
1.0,3080.0,108.0,1.0
1.0,636.0,41.0,1.0
1.0,935.0,198.0,1.0
1.0,2961.0,2.0,1.0
1.0,3222.0,187.0,1.0
1.0,8918.0,53.0,1.0
1.0,3064.0,77.0,1.0
1.0,3903.0,442.0,1.0
1.0,3632.0,274.0,1.0
1.0,3199.0,51.0,1.0
1.0,828.0,58.0,1.0
1.0,3579.0,614.0,1.0
1.0,912.0,298.0,1.0
1.0,3943.0,445.0,1.0
1.0,3335.0,221.0,1.0
1.0,3189.0,212.0,1.0
1.0,3086.0,40.0,1.0
1.0,3367.0,440.0,1.0
1.0,3014.0,7.0,1.0
1.0,3621.0,188.0,1.0
1.0,106.0,0.0,1.0
1.0,4785.0,698.0,1.0
1.0,4178.0,954.0,1.0
1.0,798.0,172.0,1.0
1.0,3081.0,90.0,1.0
1.0,3063.0,202.0,1.0
1.0,811.0,106.0,1.0
1.0,3616.0,219.0,1.0
1.0,3534.0,135.0,1.0
1.0,2961.0,2.0,1.0
1.0,3187.0,249.0,1.0
1.0,3054.0,20.0,1.0
1.0,2978.0,3.0,1.0
1.0,3103.0,268.0,1.0
1.0,3494.0,433.0,1.0
1.0,568.0,24.0,1.0
1.0,3197.0,51.0,1.0
1.0,591.0,60.0,1.0
1.0,586.0,41.0,1.0
1.0,3666.0,295.0,1.0
1.0,3773.0,635.0,1.0
1.0,1129.0,502.0,1.0
1.0,3080.0,60.0,1.0
1.0,569.0,4.0,1.0
1.0,3111.0,19.0,1.0
1.0,765.0,240.0,1.0
1.0,3178.0,245.0,1.0
1.0,3788.0,717.0,1.0
1.0,3298.0,404.0,1.0
1.0,3210.0,163.0,1.0
1.0,535.0,9.0,1.0
1.0,3014.0,7.0,1.0
1.0,3484.0,100.0,1.0
1.0,4195.0,783.0,1.0
1.0,3205.0,173.0,1.0
1.0,752.0,39.0,1.0
1.0,538.0,18.0,1.0
1.0,2998.0,256.0,1.0
1.0,3555.0,465.0,1.0
1.0,525.0,0.0,1.0
1.0,3045.0,63.0,1.0
